yearsexp,firstname,high_quality,call,female,black,boston,college,income_in_city
6,"Laurie",1,0,1,0,0,1,6.3153
3,"Allison",0,0,1,0,0,0,6.3153
5,"Anne",1,0,1,0,0,0,6.3153
5,"Latonya",1,0,1,1,0,1,6.3153
6,"Latoya",0,0,1,1,0,0,6.3153
6,"Ebony",0,0,1,1,0,0,6.3153
6,"Jill",0,0,1,0,0,1,6.3153
5,"Keisha",1,0,1,1,0,1,6.3153
15,"Laurie",1,0,1,0,0,1,6.3153
9,"Aisha",0,0,1,1,0,0,6.3153
9,"Emily",0,0,1,0,0,1,6.3153
11,"Jill",1,0,1,0,0,0,6.3153
10,"Keisha",1,0,1,1,0,0,6.3153
6,"Aisha",1,0,1,1,1,1,5.3657
10,"Brendan",0,0,0,0,1,0,5.3657
2,"Brendan",1,0,0,0,1,1,5.3657
2,"Carrie",1,0,1,0,1,1,5.3657
7,"Darnell",0,0,0,1,1,1,5.3657
8,"Ebony",1,0,1,1,1,1,5.3657
2,"Geoffrey",1,0,0,0,1,1,5.3657
7,"Jamal",0,0,0,1,1,1,5.3657
8,"Jamal",1,0,0,1,1,1,5.3657
6,"Jay",0,0,0,0,1,1,5.3657
26,"Jay",0,0,0,0,1,1,5.3657
14,"Jermaine",1,0,0,1,1,1,5.3657
7,"Jill",0,0,1,0,1,1,5.3657
8,"Kareem",0,0,0,1,1,1,5.3657
18,"Kristen",1,0,1,0,1,1,5.3657
8,"Latoya",0,0,1,1,1,0,5.3657
6,"Leroy",0,0,0,1,1,1,5.3657
8,"Leroy",1,0,0,1,1,1,5.3657
10,"Neil",1,0,0,0,1,1,5.3657
8,"Rasheed",1,0,0,1,1,1,5.3657
6,"Sarah",0,0,1,0,1,1,5.3657
7,"Todd",0,0,0,0,1,1,5.3657
2,"Todd",1,0,0,0,1,1,5.3657
6,"Tremayne",0,0,0,1,1,1,5.3657
13,"Allison",0,0,1,0,1,0,5.3657
9,"Anne",1,0,1,0,1,1,5.3657
5,"Latoya",1,0,1,1,1,1,5.3657
11,"Tamika",0,0,1,1,1,1,5.3657
13,"Latonya",0,0,1,1,1,0,5.3657
9,"Laurie",1,1,1,0,1,1,5.3657
7,"Meredith",0,1,1,0,1,0,5.3657
14,"Tamika",1,1,1,1,1,1,5.3657
1,"Emily",0,0,1,0,1,0,5.3657
4,"Kenya",0,0,1,1,1,0,5.3657
16,"Kristen",1,0,1,0,1,0,5.3657
26,"Tanisha",1,0,1,1,1,0,5.3657
4,"Ebony",1,0,1,1,1,0,5.3657
18,"Emily",1,1,1,0,1,0,5.3657
5,"Latoya",0,0,1,1,1,0,5.3657
2,"Sarah",0,0,1,0,1,0,5.3657
7,"Ebony",0,0,1,1,1,1,5.3657
8,"Jill",0,0,1,0,1,1,5.3657
8,"Kristen",1,0,1,0,1,0,5.3657
7,"Tanisha",1,0,1,1,1,1,5.3657
9,"Emily",1,0,1,0,1,1,5.3657
4,"Kenya",0,0,1,1,1,1,5.3657
2,"Sarah",0,0,1,0,1,1,5.3657
12,"Tamika",1,0,1,1,1,1,5.3657
7,"Ebony",0,0,1,1,1,0,5.3657
19,"Kristen",1,0,1,0,1,0,5.3657
1,"Laurie",0,0,1,0,1,0,5.3657
16,"Tanisha",1,0,1,1,1,0,5.3657
7,"Allison",0,1,1,0,1,1,5.3657
6,"Ebony",0,0,1,1,1,1,5.3657
6,"Kareem",1,0,0,1,1,1,5.3657
4,"Neil",1,0,0,0,1,1,5.3657
11,"Aisha",1,0,1,1,0,0,6.3153
9,"Anne",0,0,1,0,0,1,6.3153
9,"Ebony",0,0,1,1,0,1,6.3153
14,"Jill",1,0,1,0,0,0,6.3153
7,"Jill",1,0,1,0,0,0,6.3153
5,"Keisha",0,0,1,1,0,1,6.3153
6,"Lakisha",1,0,1,1,0,0,6.3153
5,"Meredith",0,0,1,0,0,1,6.3153
3,"Aisha",0,0,1,1,0,0,6.3153
4,"Anne",1,0,1,0,0,1,6.3153
4,"Carrie",0,0,1,0,0,0,6.3153
5,"Kenya",1,0,1,1,0,1,6.3153
7,"Aisha",1,0,1,1,0,1,6.3153
6,"Emily",0,0,1,0,0,0,6.3153
7,"Meredith",1,0,1,0,0,0,6.3153
6,"Tanisha",0,0,1,1,0,1,6.3153
8,"Aisha",0,0,1,1,0,1,6.3153
8,"Allison",0,0,1,0,0,0,6.3153
7,"Emily",1,0,1,0,0,1,6.3153
21,"Kenya",1,0,1,1,0,1,6.3153
19,"Allison",0,0,1,0,0,0,6.3153
19,"Kristen",1,1,1,0,0,0,6.3153
19,"Lakisha",0,1,1,1,0,1,6.3153
22,"Tamika",1,1,1,1,0,1,6.3153
5,"Aisha",0,0,1,1,0,1,6.3153
5,"Emily",1,0,1,0,0,0,6.3153
5,"Kristen",0,0,1,0,0,1,6.3153
6,"Tanisha",1,0,1,1,0,0,6.3153
7,"Aisha",1,0,1,1,0,0,6.3153
5,"Carrie",0,0,1,0,0,1,6.3153
7,"Meredith",1,0,1,0,0,1,6.3153
6,"Tanisha",0,0,1,1,0,0,6.3153
7,"Anne",1,0,1,0,0,1,6.3153
6,"Jill",0,0,1,0,0,1,6.3153
8,"Lakisha",1,0,1,1,0,1,6.3153
8,"Tanisha",0,0,1,1,0,0,6.3153
7,"Emily",1,0,1,0,0,1,6.3153
5,"Latoya",1,0,1,1,0,1,6.3153
6,"Meredith",0,0,1,0,0,0,6.3153
6,"Tamika",0,0,1,1,0,1,6.3153
7,"Allison",1,0,1,0,0,1,6.3153
3,"Latonya",1,0,1,1,0,1,6.3153
2,"Meredith",0,0,1,0,0,1,6.3153
3,"Tamika",0,0,1,1,0,1,6.3153
7,"Leroy",0,0,0,1,0,1,6.3153
7,"Matthew",1,0,0,0,0,1,6.3153
3,"Neil",0,0,0,0,0,1,6.3153
8,"Tyrone",1,0,0,1,0,1,6.3153
6,"Meredith",1,0,1,0,0,1,6.3153
7,"Tanisha",1,0,1,1,0,1,6.3153
21,"Carrie",1,0,1,0,0,1,6.3153
12,"Emily",0,0,1,0,0,1,6.3153
5,"Keisha",0,0,1,1,0,0,6.3153
5,"Lakisha",1,0,1,1,0,0,6.3153
5,"Allison",1,0,1,0,0,0,6.3153
5,"Ebony",1,0,1,1,0,1,6.3153
9,"Latoya",0,0,1,1,0,1,6.3153
6,"Laurie",0,0,1,0,0,0,6.3153
18,"Allison",1,0,1,0,1,1,5.3657
8,"Anne",1,0,1,0,1,1,5.3657
8,"Brad",1,0,0,0,1,1,5.3657
7,"Brett",0,0,0,0,1,1,5.3657
8,"Darnell",0,0,0,1,1,1,5.3657
6,"Darnell",0,1,0,1,1,1,5.3657
26,"Darnell",0,0,0,1,1,1,5.3657
6,"Ebony",0,0,1,1,1,1,5.3657
6,"Emily",0,0,1,0,1,1,5.3657
7,"Geoffrey",0,0,0,0,1,1,5.3657
8,"Geoffrey",1,0,0,0,1,1,5.3657
8,"Jay",0,0,0,0,1,1,5.3657
20,"Jermaine",1,0,0,1,1,1,5.3657
8,"Jill",1,0,1,0,1,1,5.3657
2,"Keisha",1,1,1,1,1,1,5.3657
2,"Keisha",1,0,1,1,1,1,5.3657
2,"Lakisha",1,0,1,1,1,1,5.3657
6,"Latonya",0,0,1,1,1,1,5.3657
7,"Latoya",0,0,1,1,1,1,5.3657
7,"Meredith",0,0,1,0,1,1,5.3657
8,"Meredith",1,0,1,0,1,1,5.3657
13,"Neil",0,0,0,0,1,1,5.3657
2,"Rasheed",1,0,0,1,1,1,5.3657
7,"Todd",0,0,0,0,1,1,5.3657
5,"Todd",1,0,0,0,1,1,5.3657
6,"Tremayne",0,0,0,1,1,1,5.3657
2,"Tyrone",1,0,0,1,1,1,5.3657
14,"Tyrone",1,0,0,1,1,1,5.3657
7,"Emily",0,0,1,0,1,1,5.3657
5,"Lakisha",1,0,1,1,1,1,5.3657
9,"Sarah",1,1,1,0,1,1,5.3657
4,"Tanisha",0,0,1,1,1,0,5.3657
13,"Allison",0,0,1,0,1,0,5.3657
14,"Kenya",1,0,1,1,1,1,5.3657
7,"Latonya",0,0,1,1,1,0,5.3657
4,"Meredith",1,1,1,0,1,0,5.3657
7,"Anne",0,0,1,0,1,1,5.3657
5,"Ebony",0,0,1,1,1,0,5.3657
19,"Emily",1,0,1,0,1,0,5.3657
4,"Tamika",1,0,1,1,1,0,5.3657
19,"Anne",1,0,1,0,1,0,5.3657
2,"Kenya",0,0,1,1,1,0,5.3657
5,"Latonya",1,0,1,1,1,1,5.3657
4,"Sarah",0,0,1,0,1,0,5.3657
14,"Ebony",1,0,1,1,1,1,5.3657
5,"Kristen",1,0,1,0,1,1,5.3657
13,"Laurie",0,0,1,0,1,0,5.3657
11,"Tamika",0,0,1,1,1,1,5.3657
2,"Allison",0,0,1,0,1,0,5.3657
9,"Jill",1,0,1,0,1,1,5.3657
1,"Kenya",0,0,1,1,1,0,5.3657
14,"Lakisha",1,0,1,1,1,1,5.3657
16,"Anne",1,1,1,0,1,0,5.3657
5,"Emily",0,0,1,0,1,0,5.3657
19,"Kenya",1,0,1,1,1,0,5.3657
1,"Latoya",0,0,1,1,1,0,5.3657
16,"Ebony",1,0,1,1,1,0,5.3657
26,"Emily",1,0,1,0,1,0,5.3657
2,"Jill",0,0,1,0,1,0,5.3657
4,"Tamika",0,0,1,1,1,0,5.3657
6,"Allison",0,1,1,0,1,1,5.3657
8,"Hakim",1,1,0,1,1,1,5.3657
6,"Jamal",0,1,0,1,1,1,5.3657
6,"Jay",1,1,0,0,1,1,5.3657
7,"Anne",1,0,1,0,0,0,6.3153
8,"Emily",0,0,1,0,0,1,6.3153
5,"Lakisha",0,0,1,1,0,0,6.3153
6,"Latonya",1,0,1,1,0,1,6.3153
4,"Anne",1,0,1,0,0,1,6.3153
4,"Ebony",0,0,1,1,0,0,6.3153
4,"Sarah",0,0,1,0,0,1,6.3153
4,"Tanisha",1,0,1,1,0,0,6.3153
7,"Laurie",0,0,1,0,0,1,6.3153
4,"Tamika",0,0,1,1,0,1,6.3153
12,"Emily",0,0,1,0,0,1,6.3153
10,"Keisha",0,0,1,1,0,1,6.3153
13,"Latoya",1,0,1,1,0,0,6.3153
13,"Meredith",1,0,1,0,0,0,6.3153
12,"Kristen",1,0,1,0,0,1,6.3153
10,"Latoya",1,0,1,1,0,0,6.3153
11,"Meredith",0,0,1,0,0,0,6.3153
11,"Tanisha",0,0,1,1,0,1,6.3153
7,"Anne",1,1,1,0,0,0,6.3153
8,"Kenya",1,1,1,1,0,1,6.3153
6,"Sarah",0,1,1,0,0,1,6.3153
7,"Tanisha",0,1,1,1,0,1,6.3153
13,"Carrie",0,0,1,0,0,1,6.3153
12,"Emily",1,0,1,0,0,0,6.3153
11,"Keisha",0,0,1,1,0,0,6.3153
11,"Kenya",1,0,1,1,0,1,6.3153
5,"Anne",0,0,1,0,0,1,6.3153
5,"Emily",1,0,1,0,0,0,6.3153
5,"Keisha",0,0,1,1,0,1,6.3153
6,"Tanisha",1,0,1,1,0,0,6.3153
3,"Emily",0,0,1,0,0,0,6.3153
9,"Kenya",0,0,1,1,0,0,6.3153
7,"Latonya",1,0,1,1,0,1,6.3153
5,"Sarah",1,0,1,0,0,0,6.3153
11,"Emily",1,0,1,0,0,1,6.3153
14,"Latonya",1,0,1,1,0,0,6.3153
10,"Latoya",0,0,1,1,0,1,6.3153
9,"Sarah",0,0,1,0,0,1,6.3153
6,"Emily",0,0,1,0,0,1,6.3153
6,"Jill",1,0,1,0,0,1,6.3153
6,"Lakisha",0,0,1,1,0,1,6.3153
4,"Latonya",1,0,1,1,0,0,6.3153
11,"Anne",1,0,1,0,0,1,6.3153
11,"Ebony",1,0,1,1,0,1,6.3153
6,"Latoya",0,0,1,1,0,1,6.3153
6,"Meredith",0,0,1,0,0,1,6.3153
6,"Allison",0,0,1,0,0,1,6.3153
11,"Ebony",1,0,1,1,0,1,6.3153
11,"Emily",1,0,1,0,0,1,6.3153
6,"Latoya",0,0,1,1,0,1,6.3153
14,"Anne",0,0,1,0,0,1,6.3153
6,"Emily",1,0,1,0,0,1,6.3153
6,"Keisha",0,0,1,1,0,1,6.3153
6,"Tamika",1,0,1,1,0,1,6.3153
6,"Jill",0,0,1,0,0,1,6.3153
3,"Lakisha",1,0,1,1,0,0,6.3153
5,"Sarah",1,0,1,0,0,1,6.3153
4,"Tamika",0,0,1,1,0,1,6.3153
12,"Carrie",0,1,1,0,0,1,6.3153
13,"Lakisha",0,0,1,1,0,0,6.3153
12,"Laurie",1,0,1,0,0,0,6.3153
11,"Tanisha",1,0,1,1,0,0,6.3153
6,"Aisha",0,0,1,1,1,1,5.3657
8,"Aisha",0,0,1,1,1,1,5.3657
14,"Aisha",1,0,1,1,1,1,5.3657
2,"Anne",1,0,1,0,1,1,5.3657
13,"Brad",0,0,0,0,1,1,5.3657
8,"Brad",1,0,0,0,1,1,5.3657
8,"Carrie",0,0,1,0,1,1,5.3657
5,"Carrie",1,0,1,0,1,1,5.3657
14,"Emily",1,0,1,0,1,1,5.3657
18,"Geoffrey",1,0,0,0,1,1,5.3657
2,"Hakim",1,0,0,1,1,1,5.3657
2,"Jay",1,0,0,0,1,1,5.3657
6,"Jermaine",0,0,0,1,1,1,5.3657
8,"Keisha",1,0,1,1,1,1,5.3657
8,"Kenya",0,0,1,1,1,1,5.3657
7,"Kristen",0,0,1,0,1,1,5.3657
7,"Kristen",0,0,1,0,1,1,5.3657
6,"Kristen",0,0,1,0,1,1,5.3657
7,"Lakisha",0,0,1,1,1,1,5.3657
8,"Lakisha",1,0,1,1,1,1,5.3657
6,"Latonya",0,0,1,1,1,1,5.3657
20,"Latoya",1,0,1,1,1,1,5.3657
20,"Leroy",1,0,0,1,1,1,5.3657
13,"Matthew",0,0,0,0,1,1,5.3657
2,"Matthew",1,0,0,0,1,1,5.3657
5,"Neil",1,0,0,0,1,1,5.3657
26,"Rasheed",0,0,0,1,1,1,5.3657
7,"Sarah",0,0,1,0,1,1,5.3657
8,"Todd",0,0,0,0,1,1,5.3657
26,"Tremayne",0,0,0,1,1,1,5.3657
8,"Tremayne",1,0,0,1,1,1,5.3657
18,"Tyrone",1,0,0,1,1,1,5.3657
5,"Latoya",1,1,1,1,1,1,5.3657
7,"Meredith",0,1,1,0,1,1,5.3657
4,"Sarah",1,1,1,0,1,0,5.3657
4,"Tanisha",0,1,1,1,1,0,5.3657
16,"Jill",1,1,1,0,1,0,5.3657
4,"Kristen",0,0,1,0,1,0,5.3657
4,"Tamika",0,0,1,1,1,0,5.3657
5,"Tanisha",1,0,1,1,1,1,5.3657
8,"Anne",1,0,1,0,1,1,5.3657
16,"Ebony",1,0,1,1,1,0,5.3657
2,"Lakisha",0,0,1,1,1,0,5.3657
7,"Laurie",0,0,1,0,1,1,5.3657
26,"Allison",1,0,1,0,1,0,5.3657
2,"Emily",0,0,1,0,1,0,5.3657
13,"Kenya",0,0,1,1,1,0,5.3657
4,"Tamika",1,0,1,1,1,0,5.3657
2,"Latonya",0,0,1,1,1,0,5.3657
1,"Laurie",0,0,1,0,1,0,5.3657
5,"Meredith",1,0,1,0,1,1,5.3657
4,"Tamika",1,0,1,1,1,0,5.3657
13,"Kristen",0,0,1,0,1,0,5.3657
7,"Latonya",0,0,1,1,1,0,5.3657
14,"Sarah",1,0,1,0,1,1,5.3657
9,"Tanisha",1,0,1,1,1,1,5.3657
11,"Allison",0,1,1,0,1,1,5.3657
16,"Anne",1,0,1,0,1,0,5.3657
5,"Lakisha",1,0,1,1,1,1,5.3657
5,"Tamika",0,0,1,1,1,0,5.3657
2,"Anne",0,1,1,0,1,0,5.3657
5,"Emily",1,1,1,0,1,1,5.3657
4,"Lakisha",0,0,1,1,1,0,5.3657
16,"Latoya",1,0,1,1,1,0,5.3657
4,"Carrie",0,0,1,0,1,0,5.3657
9,"Ebony",1,0,1,1,1,1,5.3657
5,"Laurie",1,0,1,0,1,1,5.3657
7,"Tanisha",0,0,1,1,1,1,5.3657
9,"Carrie",1,1,1,0,1,1,5.3657
13,"Ebony",0,0,1,1,1,0,5.3657
4,"Kristen",0,1,1,0,1,0,5.3657
8,"Tanisha",1,0,1,1,1,1,5.3657
20,"Jill",0,1,1,0,1,1,5.3657
13,"Lakisha",0,1,1,1,1,1,5.3657
6,"Aisha",0,0,1,1,0,1,6.3153
9,"Anne",1,0,1,0,0,0,6.3153
6,"Jill",0,0,1,0,0,0,6.3153
8,"Tamika",1,0,1,1,0,1,6.3153
4,"Aisha",0,0,1,1,0,1,6.3153
4,"Allison",0,0,1,0,0,1,6.3153
4,"Carrie",1,0,1,0,0,0,6.3153
4,"Latoya",1,0,1,1,0,1,6.3153
7,"Anne",1,0,1,0,0,1,6.3153
6,"Emily",0,0,1,0,0,1,6.3153
5,"Latoya",0,0,1,1,0,1,6.3153
7,"Tamika",1,0,1,1,0,0,6.3153
6,"Anne",0,0,1,0,0,1,6.3153
16,"Emily",1,0,1,0,0,0,6.3153
8,"Kenya",0,0,1,1,0,1,6.3153
7,"Latoya",1,0,1,1,0,1,6.3153
5,"Carrie",1,0,1,0,0,0,6.3153
5,"Emily",0,0,1,0,0,0,6.3153
6,"Keisha",0,0,1,1,0,1,6.3153
6,"Tamika",1,0,1,1,0,1,6.3153
16,"Anne",1,0,1,0,0,0,6.3153
16,"Lakisha",0,0,1,1,0,1,6.3153
14,"Latonya",1,0,1,1,0,1,6.3153
15,"Meredith",0,0,1,0,0,1,6.3153
7,"Anne",1,0,1,0,0,1,6.3153
6,"Kenya",0,0,1,1,0,0,6.3153
7,"Kristen",0,0,1,0,0,1,6.3153
7,"Latoya",1,0,1,1,0,1,6.3153
4,"Kristen",0,0,1,0,0,0,6.3153
5,"Latoya",0,0,1,1,0,1,6.3153
6,"Aisha",0,0,1,1,0,0,6.3153
5,"Jill",0,0,1,0,0,1,6.3153
7,"Kristen",1,0,1,0,0,1,6.3153
7,"Lakisha",1,0,1,1,0,0,6.3153
9,"Anne",0,0,1,0,0,1,6.3153
8,"Kenya",1,0,1,1,0,1,6.3153
9,"Kristen",1,0,1,0,0,0,6.3153
8,"Tamika",0,0,1,1,0,1,6.3153
8,"Allison",1,0,1,0,0,1,6.3153
6,"Keisha",1,0,1,1,0,1,6.3153
7,"Kenya",0,0,1,1,0,1,6.3153
4,"Sarah",0,0,1,0,0,1,6.3153
4,"Brendan",0,0,0,0,0,1,6.3153
5,"Brett",1,0,0,0,0,1,6.3153
7,"Jermaine",0,0,0,1,0,1,6.3153
4,"Tyrone",1,0,0,1,0,1,6.3153
10,"Jill",1,1,1,0,0,1,6.3153
2,"Kenya",0,0,1,1,0,1,6.3153
11,"Latoya",1,0,1,1,0,1,6.3153
3,"Laurie",0,1,1,0,0,1,6.3153
5,"Keisha",1,0,1,1,0,1,6.3153
3,"Lakisha",0,0,1,1,0,1,6.3153
4,"Laurie",1,0,1,0,0,1,6.3153
3,"Sarah",0,0,1,0,0,1,6.3153
14,"Emily",0,0,1,0,0,1,6.3153
2,"Kenya",0,0,1,1,0,1,6.3153
9,"Kenya",1,0,1,1,0,1,6.3153
14,"Lakisha",0,0,1,1,0,1,6.3153
12,"Laurie",1,0,1,0,0,1,6.3153
6,"Sarah",0,0,1,0,0,1,6.3153
4,"Anne",0,0,1,0,0,0,6.3153
5,"Lakisha",1,0,1,1,0,1,6.3153
6,"Latonya",0,0,1,1,0,1,6.3153
3,"Meredith",1,0,1,0,0,0,6.3153
3,"Ebony",1,0,1,1,0,0,6.3153
14,"Kristen",1,0,1,0,0,1,6.3153
11,"Latonya",0,0,1,1,0,0,6.3153
11,"Meredith",0,0,1,0,0,1,6.3153
7,"Aisha",0,0,1,1,1,1,5.3657
6,"Aisha",0,0,1,1,1,1,5.3657
2,"Aisha",1,0,1,1,1,1,5.3657
21,"Brad",0,1,0,0,1,1,5.3657
2,"Brad",1,0,0,0,1,1,5.3657
7,"Brendan",0,0,0,0,1,1,5.3657
6,"Brendan",0,0,0,0,1,1,5.3657
6,"Brett",1,1,0,0,1,1,5.3657
2,"Carrie",1,0,1,0,1,1,5.3657
2,"Hakim",1,0,0,1,1,1,5.3657
14,"Jay",1,0,0,0,1,1,5.3657
6,"Kareem",0,0,0,1,1,1,5.3657
2,"Kenya",0,1,1,1,1,1,5.3657
7,"Kristen",0,0,1,0,1,1,5.3657
26,"Lakisha",0,0,1,1,1,1,5.3657
8,"Lakisha",1,0,1,1,1,1,5.3657
7,"Latonya",1,1,1,1,1,1,5.3657
6,"Leroy",0,0,0,1,1,1,5.3657
8,"Leroy",1,0,0,1,1,1,5.3657
8,"Matthew",0,0,0,0,1,1,5.3657
8,"Matthew",1,0,0,0,1,1,5.3657
7,"Neil",0,0,0,0,1,1,5.3657
2,"Neil",1,0,0,0,1,1,5.3657
8,"Neil",1,0,0,0,1,1,5.3657
6,"Sarah",0,0,1,0,1,1,5.3657
18,"Tremayne",1,0,0,1,1,1,5.3657
7,"Tyrone",0,0,0,1,1,1,5.3657
8,"Tyrone",1,0,0,1,1,1,5.3657
13,"Anne",0,0,1,0,1,0,5.3657
9,"Lakisha",1,0,1,1,1,1,5.3657
7,"Latoya",0,0,1,1,1,1,5.3657
26,"Sarah",1,1,1,0,1,0,5.3657
16,"Aisha",1,0,1,1,1,0,5.3657
14,"Anne",1,0,1,0,1,1,5.3657
13,"Sarah",0,0,1,0,1,0,5.3657
7,"Tanisha",0,0,1,1,1,0,5.3657
4,"Carrie",1,0,1,0,1,0,5.3657
14,"Ebony",1,0,1,1,1,1,5.3657
13,"Kenya",0,0,1,1,1,0,5.3657
1,"Kristen",0,0,1,0,1,0,5.3657
5,"Aisha",0,0,1,1,1,0,5.3657
2,"Allison",0,0,1,0,1,0,5.3657
13,"Ebony",1,1,1,1,1,1,5.3657
16,"Jill",1,0,1,0,1,0,5.3657
4,"Allison",0,0,1,0,1,0,5.3657
8,"Emily",1,1,1,0,1,1,5.3657
4,"Latoya",0,0,1,1,1,0,5.3657
19,"Tamika",1,1,1,1,1,0,5.3657
7,"Aisha",0,0,1,1,1,0,5.3657
13,"Carrie",0,1,1,0,1,0,5.3657
13,"Jill",1,1,1,0,1,1,5.3657
16,"Latonya",1,0,1,1,1,0,5.3657
1,"Kenya",0,0,1,1,1,0,5.3657
4,"Kristen",0,0,1,0,1,0,5.3657
26,"Latoya",1,0,1,1,1,0,5.3657
9,"Sarah",1,0,1,0,1,1,5.3657
4,"Emily",0,0,1,0,1,0,5.3657
5,"Jill",1,1,1,0,1,1,5.3657
7,"Kenya",0,0,1,1,1,1,5.3657
26,"Latoya",1,0,1,1,1,0,5.3657
7,"Emily",0,1,1,0,1,1,5.3657
4,"Kenya",0,0,1,1,1,0,5.3657
8,"Lakisha",1,0,1,1,1,1,5.3657
16,"Sarah",1,0,1,0,1,0,5.3657
10,"Brad",1,1,0,0,1,1,5.3657
10,"Hakim",0,1,0,1,1,0,5.3657
8,"Todd",0,1,0,0,1,0,5.3657
6,"Tremayne",1,1,0,1,1,1,5.3657
4,"Anne",0,0,1,0,0,1,6.3153
5,"Kenya",1,0,1,1,0,1,6.3153
5,"Kristen",1,0,1,0,0,0,6.3153
6,"Latonya",0,0,1,1,0,0,6.3153
3,"Allison",1,0,1,0,0,0,6.3153
4,"Keisha",1,1,1,1,0,0,6.3153
3,"Kristen",0,0,1,0,0,1,6.3153
3,"Tamika",0,0,1,1,0,1,6.3153
8,"Jill",1,0,1,0,0,1,6.3153
8,"Kristen",0,0,1,0,0,0,6.3153
9,"Latoya",1,0,1,1,0,0,6.3153
6,"Tamika",0,0,1,1,0,1,6.3153
20,"Allison",0,0,1,0,0,1,6.3153
19,"Latonya",0,0,1,1,0,1,6.3153
20,"Meredith",1,0,1,0,0,1,6.3153
21,"Tamika",1,0,1,1,0,0,6.3153
5,"Aisha",1,0,1,1,0,1,6.3153
5,"Emily",1,0,1,0,0,1,6.3153
4,"Laurie",0,0,1,0,0,0,6.3153
5,"Tanisha",0,0,1,1,0,1,6.3153
6,"Jill",0,0,1,0,0,0,6.3153
3,"Kenya",1,0,1,1,0,0,6.3153
4,"Latonya",0,0,1,1,0,0,6.3153
5,"Meredith",1,0,1,0,0,1,6.3153
8,"Carrie",0,0,1,0,0,0,6.3153
6,"Ebony",1,0,1,1,0,0,6.3153
9,"Latonya",0,0,1,1,0,0,6.3153
21,"Sarah",1,0,1,0,0,0,6.3153
6,"Kristen",0,0,1,0,0,0,6.3153
5,"Latoya",0,0,1,1,0,1,6.3153
7,"Laurie",1,0,1,0,0,1,6.3153
7,"Tamika",1,0,1,1,0,0,6.3153
13,"Kenya",0,0,1,1,0,1,6.3153
21,"Kristen",1,0,1,0,0,1,6.3153
19,"Laurie",0,0,1,0,0,1,6.3153
7,"Tamika",1,0,1,1,0,1,6.3153
5,"Anne",1,0,1,0,0,1,6.3153
5,"Ebony",1,0,1,1,0,1,6.3153
9,"Jill",0,0,1,0,0,0,6.3153
3,"Latonya",0,0,1,1,0,0,6.3153
23,"Anne",0,0,1,0,0,1,6.3153
11,"Kenya",0,0,1,1,0,1,6.3153
9,"Latonya",1,0,1,1,0,1,6.3153
10,"Meredith",1,0,1,0,0,1,6.3153
6,"Anne",0,0,1,0,0,1,6.3153
6,"Keisha",1,0,1,1,0,1,6.3153
7,"Kristen",1,0,1,0,0,1,6.3153
5,"Latonya",0,0,1,1,0,1,6.3153
6,"Carrie",0,0,1,0,0,1,6.3153
6,"Ebony",0,0,1,1,0,1,6.3153
4,"Emily",1,0,1,0,0,0,6.3153
6,"Tamika",1,0,1,1,0,1,6.3153
3,"Brett",0,0,0,0,0,1,6.3153
8,"Neil",1,0,0,0,0,1,6.3153
12,"Rasheed",1,0,0,1,0,1,6.3153
4,"Tyrone",0,0,0,1,0,1,6.3153
6,"Brendan",0,0,0,0,0,1,6.3153
2,"Jamal",0,0,0,1,0,1,6.3153
4,"Aisha",0,0,1,1,0,1,6.3153
5,"Allison",1,0,1,0,0,1,6.3153
4,"Carrie",0,0,1,0,0,1,6.3153
5,"Latoya",1,0,1,1,0,1,6.3153
3,"Aisha",0,0,1,1,0,0,6.3153
6,"Allison",0,0,1,0,0,0,6.3153
5,"Jill",1,0,1,0,0,0,6.3153
5,"Tamika",1,0,1,1,0,1,6.3153
9,"Jill",1,0,1,0,0,0,6.3153
7,"Keisha",1,0,1,1,0,0,6.3153
8,"Kristen",0,0,1,0,0,0,6.3153
4,"Tamika",0,0,1,1,0,1,6.3153
2,"Allison",1,0,1,0,1,1,5.3657
6,"Anne",0,0,1,0,1,1,5.3657
2,"Brad",1,0,0,0,1,1,5.3657
8,"Brett",1,0,0,0,1,1,5.3657
7,"Ebony",0,0,1,1,1,1,5.3657
8,"Emily",1,0,1,0,1,1,5.3657
8,"Geoffrey",0,0,0,0,1,1,5.3657
6,"Geoffrey",0,0,0,0,1,1,5.3657
6,"Jay",0,0,0,0,1,1,5.3657
7,"Kareem",0,0,0,1,1,1,5.3657
2,"Kareem",1,0,0,1,1,1,5.3657
8,"Keisha",0,0,1,1,1,1,5.3657
8,"Keisha",1,0,1,1,1,1,5.3657
7,"Kenya",0,0,1,1,1,1,5.3657
2,"Kenya",1,0,1,1,1,1,5.3657
6,"Kristen",0,0,1,0,1,1,5.3657
10,"Laurie",1,0,1,0,1,1,5.3657
2,"Laurie",1,0,1,0,1,1,5.3657
7,"Leroy",0,0,0,1,1,1,5.3657
7,"Leroy",0,0,0,1,1,1,5.3657
8,"Leroy",1,0,0,1,1,1,5.3657
2,"Matthew",1,0,0,0,1,1,5.3657
6,"Meredith",0,0,1,0,1,1,5.3657
7,"Rasheed",0,0,0,1,1,1,5.3657
6,"Sarah",0,0,1,0,1,1,5.3657
8,"Tanisha",1,0,1,1,1,1,5.3657
8,"Tyrone",1,0,0,1,1,1,5.3657
8,"Tyrone",1,0,0,1,1,1,5.3657
